pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender
3,0,2,"Vander Planke, Miss. Augusta Maria",18,2,0,345764,18, ,S, , , ,1
3,0,2,"Vander Planke, Mr. Julius",31,3,0,345763,18, ,S, , , ,0
3,0,2,"Vander Planke, Mr. Leo Edmondus",16,2,0,345764,18, ,S, , , ,0
3,0,2,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",31,1,0,345763,18, ,S, , , ,1
3,1,2,"Vartanian, Mr. David",22,0,0,2658,7.225, ,C,13 15, , ,0
2,0,0,"Veal, Mr. James",40,0,0,28221,13, ,S, , ,"Barre, Co Washington, VT",0
3,0,2,"Vendel, Mr. Olof Edvin",20,0,0,350416,7.8542, ,S, , , ,0
3,0,2,"Vestrom, Miss. Hulda Amanda Adolfina",14,0,0,350406,7.8542, ,S, , , ,1
3,0,2,"Vovk, Mr. Janko",22,0,0,349252,7.8958, ,S, , , ,0
3,0,2,"Waelens, Mr. Achille",22,0,0,345767,9, ,S, , ,"Antwerp, Belgium / Stanton, OH",0
2,1,2,"Walcroft, Miss. Nellie",31,0,0,F.C.C. 13528,21, ,S,14, ,"Mamaroneck, NY",1
1,0,0,"Walker, Mr. William Anderson",47,0,0,36967,34.0208,D46,S, , ,"East Orange, NJ",0
1,1,2,"Ward, Miss. Anna",35,0,0,PC 17755,512.3292, ,C,3, , ,1
3,0,1,"Ware, Mr. Frederick", ,0,0,359309,8.05, ,S, , , ,0
2,0,1,"Ware, Mr. John James",30,1,0,CA 31352,21, ,S, , ,"Bristol, England / New Britain, CT",0
2,0,1,"Ware, Mr. William Jeffery",23,1,0,28666,10.5, ,S, , , ,0
2,1,1,"Ware, Mrs. John James (Florence Louise Long)",31,0,0,CA 31352,21, ,S,10, ,"Bristol, England / New Britain, CT",1
3,0,1,"Warren, Mr. Charles William", ,0,0,C.A. 49867,7.55, ,S, , , ,0
1,0,0,"Warren, Mr. Frank Manley",64,1,0,110813,75.25,D37,C, , ,"Portland, OR",0
1,1,0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60,1,0,110813,75.25,D37,C,5, ,"Portland, OR",1
2,0,2,"Watson, Mr. Ennis Hastings", ,0,0,239856,0, ,S, , ,Belfast,0
2,1,1,"Watt, Miss. Bertha J",12,0,0,C.A. 33595,15.75, ,S,9, ,"Aberdeen / Portland, OR",1
2,1,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40,0,0,C.A. 33595,15.75, ,S,9, ,"Aberdeen / Portland, OR",1
2,1,1,"Webber, Miss. Susan",32.5,0,0,27267,13,E101,S,12, ,"England / Hartford, CT",1
3,0,0,"Webber, Mr. James", ,0,0,SOTON/OQ 3101316,8.05, ,S, , , ,0
1,0,0,"Weir, Col. John",60,0,0,113800,26.55, ,S, , ,"England Salt Lake City, Utah",0
2,0,1,"Weisz, Mr. Leopold",27,1,0,228414,26, ,S, ,293,"Bromsgrove, England / Montreal, PQ",0
2,1,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",29,1,0,228414,26, ,S,10, ,"Bromsgrove, England / Montreal, PQ",1
2,1,1,"Wells, Master. Ralph Lester",2,1,1,29103,23, ,S,14, ,"Cornwall / Akron, OH",0
2,1,1,"Wells, Miss. Joan",4,1,1,29103,23, ,S,14, ,"Cornwall / Akron, OH",1
2,1,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",29,0,2,29103,23, ,S,14, ,"Cornwall / Akron, OH",1
3,0,2,"Wenzel, Mr. Linhart",32.5,0,0,345775,9.5, ,S, ,298, ,0
2,1,1,"West, Miss. Barbara J",.9167,1,2,C.A. 34651,27.75, ,S,10, ,"Bournmouth, England",1
2,1,1,"West, Miss. Constance Mirium",5,1,2,C.A. 34651,27.75, ,S,10, ,"Bournmouth, England",1
2,0,1,"West, Mr. Edwy Arthur",36,1,2,C.A. 34651,27.75, ,S, , ,"Bournmouth, England",0
2,1,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33,1,2,C.A. 34651,27.75, ,S,10, ,"Bournmouth, England",1
3,1,2,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",38,0,0,2688,7.2292, ,C,C, , ,1
2,0,2,"Wheadon, Mr. Edward H",66,0,0,C.A. 24579,10.5, ,S, , ,"Guernsey, England / Edgewood, RI",0
2,0,1,"Wheeler, Mr. Edwin ""Frederick""", ,0,0,SC/PARIS 2159,12.875, ,S, , , ,0
1,0,0,"White, Mr. Percival Wayland",54,0,1,35281,77.2875,D26,S, , ,"Brunswick, ME",0
1,0,0,"White, Mr. Richard Frasar",21,0,1,35281,77.2875,D26,S, ,169,"Brunswick, ME",0
1,1,2,"White, Mrs. John Stuart (Ella Holmes)",55,0,0,PC 17760,135.6333,C32,C,8, ,"New York, NY / Briarcliff Manor NY",1
1,1,0,"Wick, Miss. Mary Natalie",31,0,2,36928,164.8667,C7,S,8, ,"Youngstown, OH",1
1,0,0,"Wick, Mr. George Dennick",57,1,1,36928,164.8667, ,S, , ,"Youngstown, OH",0
1,1,0,"Wick, Mrs. George Dennick (Mary Hitchcock)",45,1,1,36928,164.8667, ,S,8, ,"Youngstown, OH",1
3,0,2,"Widegren, Mr. Carl/Charles Peter",51,0,0,347064,7.75, ,S, , , ,0
1,0,0,"Widener, Mr. George Dunton",50,1,1,113503,211.5,C80,C, , ,"Elkins Park, PA",0
1,0,0,"Widener, Mr. Harry Elkins",27,0,2,113503,211.5,C82,C, , ,"Elkins Park, PA",0
1,1,0,"Widener, Mrs. George Dunton (Eleanor Elkins)",50,1,1,113503,211.5,C80,C,4, ,"Elkins Park, PA",1
3,0,2,"Wiklund, Mr. Jakob Alfred",18,1,0,3101267,6.4958, ,S, ,314, ,0
3,0,2,"Wiklund, Mr. Karl Johan",21,1,0,3101266,6.4958, ,S, , , ,0
2,1,1,"Wilhelms, Mr. Charles",31,0,0,244270,13, ,S,9, ,"London, England",0
3,1,1,"Wilkes, Mrs. James (Ellen Needs)",47,1,0,363272,7, ,S, , , ,1
1,1,0,"Willard, Miss. Constance",21,0,0,113795,26.55, ,S,8 10, ,"Duluth, MN",1
3,0,2,"Willer, Mr. Aaron (""Abi Weller"")", ,0,0,3410,8.7125, ,S, , , ,0
3,0,1,"Willey, Mr. Edward", ,0,0,S.O./P.P. 751,7.55, ,S, , , ,0
1,0,2,"Williams-Lambert, Mr. Fletcher Fellows", ,0,0,113510,35,C128,S, , ,"London, England",0
1,0,1,"Williams, Mr. Charles Duane",51,0,1,PC 17597,61.3792, ,C, , ,"Geneva, Switzerland / Radnor, PA",0
2,1,1,"Williams, Mr. Charles Eugene", ,0,0,244373,13, ,S,14, ,"Harrow, England",0
3,0,2,"Williams, Mr. Howard Hugh ""Harry""", ,0,0,A/5 2466,8.05, ,S, , , ,0
3,0,2,"Williams, Mr. Leslie",28.5,0,0,54636,16.1, ,S, ,14, ,0
1,1,2,"Williams, Mr. Richard Norris II",21,0,1,PC 17597,61.3792, ,C,A, ,"Geneva, Switzerland / Radnor, PA",0
1,1,2,"Wilson, Miss. Helen Alice",31,0,0,16966,134.5,E39 E41,C,3, , ,1
3,0,2,"Windelov, Mr. Einar",21,0,0,SOTON/OQ 3101317,7.25, ,S, , , ,0
3,0,2,"Wirz, Mr. Albert",27,0,0,315154,8.6625, ,S, ,131, ,0
3,0,1,"Wiseman, Mr. Phillippe", ,0,0,A/4. 34244,7.25, ,S, , , ,0
3,0,2,"Wittevrongel, Mr. Camille",36,0,0,345771,9.5, ,S, , , ,0
1,1,1,"Woolner, Mr. Hugh", ,0,0,19947,35.5,C52,S,D, ,"London, England",0
2,1,1,"Wright, Miss. Marion",26,0,0,220844,13.5, ,S,9, ,"Yoevil, England / Cottage Grove, OR",1
1,0,2,"Wright, Mr. George",62,0,0,113807,26.55, ,S, , ,"Halifax, NS",0
3,0,2,"Yasbeck, Mr. Antoni",27,1,0,2659,14.4542, ,C,C, , ,0
3,1,2,"Yasbeck, Mrs. Antoni (Selini Alexander)",15,1,0,2659,14.4542, ,C, , , ,1
1,1,0,"Young, Miss. Marie Grice",36,0,0,PC 17760,135.6333,C32,C,8, ,"New York, NY / Washington, DC",1
3,0,2,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225, ,C, ,312, ,0
3,0,2,"Yousif, Mr. Wazli", ,0,0,2647,7.225, ,C, , , ,0
3,0,2,"Yousseff, Mr. Gerious", ,0,0,2627,14.4583, ,C, , , ,0
2,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24,0,0,248747,13, ,S, , ,Paris,1
3,0,2,"Zabour, Miss. Hileni",14.5,1,0,2665,14.4542, ,C, ,328, ,1
3,0,2,"Zabour, Miss. Thamine", ,1,0,2665,14.4542, ,C, , , ,1
3,0,2,"Zakarian, Mr. Mapriededer",26.5,0,0,2656,7.225, ,C, ,304, ,0
3,0,2,"Zakarian, Mr. Ortin",27,0,0,2670,7.225, ,C, , , ,0
3,0,2,"Zimmerman, Mr. Leo",29,0,0,315082,7.875, ,S, , , ,0
